,Unnamed: 0,carat,cut,color,clarity,depth,table,price,volumen
41591,41591,0.32,4,1,4,61.0,56.0,391,53.423584999999996
41593,41593,0.3,1,1,6,64.1,57.0,391,50.0735
41596,41596,0.27,4,3,6,61.6,57.0,393,43.705725
41598,41598,0.32,4,0,5,62.2,57.0,393,51.94329600000001
41601,41601,0.32,3,0,5,61.9,58.0,393,51.443099999999994
41602,41602,0.32,3,0,5,61.9,59.0,393,51.443099999999994
41603,41603,0.32,1,3,4,63.2,55.0,393,52.0366
41615,41615,0.24,4,3,2,61.5,57.0,504,39.81640000000001
41616,41616,0.34,4,0,1,62.1,54.2,504,56.37139200000001
41617,41617,0.24,4,3,1,60.7,57.0,504,39.72564
41618,41618,0.24,4,3,1,61.5,55.0,504,39.457907999999996
41619,41619,0.29,4,4,5,61.6,56.0,504,48.997440000000005
41621,41621,0.24,4,3,0,62.1,57.0,504,40.4
41622,41622,0.24,4,3,0,61.8,54.0,504,39.71685900000001
41623,41623,0.29,1,4,3,64.4,54.0,504,48.553088
41624,41624,0.32,3,3,4,60.4,59.0,504,51.614107999999995
41627,41627,0.32,4,0,5,62.9,56.0,504,53.06928
41628,41628,0.32,4,0,5,62.1,54.0,504,53.28532800000001
41629,41629,0.32,3,0,5,60.0,61.0,504,53.54774000000001
41630,41630,0.32,4,0,5,62.2,57.0,504,51.94329600000001
41631,41631,0.32,3,0,5,61.9,58.0,504,51.443099999999994
41632,41632,0.32,3,0,5,61.9,59.0,504,51.443099999999994
41633,41633,0.3,3,5,4,58.8,60.0,504,50.25584199999999
41634,41634,0.4,4,3,0,62.7,57.0,1238,64.66824
41635,41635,0.4,4,5,2,61.8,56.0,1238,66.472812
41636,41636,0.4,4,5,2,61.8,55.0,1238,66.61216800000001
41637,41637,0.4,4,5,2,61.5,56.0,1238,66.52447800000002
41638,41638,0.4,4,5,2,61.7,56.0,1238,66.106953
41639,41639,0.4,4,5,2,62.1,55.0,1238,66.55908000000001
41640,41640,0.4,4,5,2,62.2,56.0,1238,66.41571
41641,41641,0.5,0,5,6,61.7,68.0,1238,79.880424
41642,41642,0.4,4,5,2,61.7,55.0,1238,66.107832
41643,41643,0.44,1,2,5,60.6,64.0,1238,72.666867
41644,41644,0.5,0,2,6,64.6,61.0,1238,80.741925
41645,41645,0.4,4,5,2,62.1,56.0,1238,65.13683
41649,41649,0.58,4,4,4,62.0,57.0,1239,94.20922
41650,41650,0.5,4,2,4,62.5,55.0,1239,83.13076199999999
41651,41651,0.5,4,2,4,62.4,56.0,1239,81.80501999999998
41653,41653,0.5,1,3,5,56.3,65.0,1239,80.263176
41654,41654,0.5,4,2,4,61.6,57.0,1239,82.41344999999998
41655,41655,0.54,4,0,1,62.2,54.0,1239,89.51145000000001
41656,41656,0.4,4,6,0,63.1,54.0,1239,65.88558900000002
41657,41657,0.4,4,6,0,61.8,55.0,1239,67.11987500000001
41659,41659,0.61,1,1,5,63.7,60.0,1239,95.299776
41660,41660,0.31,4,5,0,60.4,56.0,1239,51.613043999999995
41661,41661,0.4,4,1,2,62.0,56.0,1240,66.69891
41662,41662,0.4,4,1,2,61.4,56.0,1240,66.805172
41663,41663,0.46,4,2,5,62.4,56.0,1240,76.41810000000001
41664,41664,0.4,4,6,5,61.1,56.0,1240,65.93245200000001
41665,41665,0.4,4,6,5,62.0,56.0,1240,66.69773000000002
41666,41666,0.54,4,0,3,61.0,56.1,1240,88.9812
41667,41667,0.33,4,4,0,60.8,55.0,1240,55.73077800000001
41668,41668,0.33,4,4,0,61.2,56.0,1240,54.992622000000004
41669,41669,0.33,4,4,0,61.3,55.0,1240,55.31625
41670,41670,0.33,4,4,0,61.2,56.0,1240,54.992622000000004
41671,41671,0.5,4,5,4,62.4,57.0,1240,80.331615
41672,41672,0.5,4,5,4,62.5,57.0,1240,80.74684800000001
41674,41674,0.54,4,3,6,62.2,56.0,1240,88.72305
41675,41675,0.54,3,3,6,61.0,58.0,1240,88.19872000000001
41677,41677,0.54,4,4,4,61.1,56.0,1240,87.86304
41678,41678,0.54,3,4,4,59.6,60.0,1240,87.0408
41679,41679,0.5,3,5,4,61.4,58.0,1240,81.410987
41680,41680,0.5,4,5,4,61.4,57.0,1240,82.150564
41681,41681,0.5,3,5,4,59.5,59.0,1240,82.48363200000001
41682,41682,0.5,3,5,4,61.7,58.0,1240,81.348608
41683,41683,0.5,3,5,4,61.3,56.0,1240,81.569052
41684,41684,0.55,4,6,4,62.1,57.0,1240,90.64113
41685,41685,0.54,3,4,4,60.0,60.0,1240,89.130456
41686,41686,0.5,4,6,6,62.5,57.0,1240,81.483265
41687,41687,0.63,1,4,4,64.2,56.0,1240,99.48420000000002
41688,41688,0.45,1,3,1,56.8,64.0,1240,72.498712
41689,41689,0.49,3,6,5,59.8,59.0,1240,81.688992
41691,41691,0.54,3,6,6,61.1,57.0,1241,87.86144
41692,41692,0.45,1,5,3,61.7,63.0,1241,72.361616
41693,41693,0.41,3,5,1,61.2,62.0,1241,66.438176
41698,41698,0.53,3,3,6,59.4,60.0,1242,85.99468800000001
41699,41699,0.53,1,3,6,63.7,55.0,1242,86.22336000000001
41700,41700,0.53,3,4,4,60.5,60.0,1242,85.502655
41701,41701,0.53,3,4,4,62.5,57.0,1242,84.804027
41705,41705,0.53,4,1,5,62.3,57.0,1243,85.89994
41706,41706,0.56,4,2,4,61.3,56.0,1243,92.09173999999999
41707,41707,0.53,4,2,4,61.7,55.0,1243,87.73856
41708,41708,0.56,4,2,4,62.2,55.0,1243,92.87124
41709,41709,0.47,1,4,3,60.0,60.1,1243,77.27227199999999
41710,41710,0.47,1,4,3,59.0,60.2,1243,76.70426400000001
41711,41711,0.34,4,5,0,62.0,56.0,1243,56.497221
41712,41712,0.34,4,5,0,61.7,56.0,1243,55.147008
41713,41713,0.34,4,5,0,62.0,56.0,1243,55.91969999999999
41714,41714,0.41,4,5,2,61.6,56.0,1243,67.6848
41718,41718,0.41,4,3,0,62.9,54.0,1243,66.30643800000001
41719,41719,0.41,4,3,0,62.1,56.0,1243,66.55908000000001
41720,41720,0.41,4,5,2,60.0,57.0,1243,67.65264999999998
41721,41721,0.41,3,5,2,60.9,60.0,1243,67.92970600000001
41722,41722,0.41,4,5,2,62.2,54.0,1243,67.71718800000001
41723,41723,0.41,4,5,2,61.4,56.0,1243,67.454478
41724,41724,0.41,4,5,2,61.0,56.0,1243,67.647254
41725,41725,0.41,4,5,2,61.5,55.0,1243,68.481672
41726,41726,0.41,4,5,2,61.1,56.0,1243,68.676
41727,41727,0.41,4,5,2,62.8,54.0,1243,67.092912
41728,41728,0.41,3,5,2,61.8,59.0,1243,66.61216800000001
41729,41729,0.41,4,5,2,61.9,56.0,1243,66.97975000000001
41730,41730,0.41,4,5,2,62.3,56.0,1243,67.43385
41731,41731,0.41,4,5,2,61.8,57.0,1243,67.26
41732,41732,0.41,4,5,2,60.9,56.0,1243,66.48622499999999
41733,41733,0.41,4,5,2,61.4,57.0,1243,66.805172
41734,41734,0.41,4,5,2,62.0,56.0,1243,66.053568
41735,41735,0.5,4,2,4,62.8,56.0,1243,80.682206
41736,41736,0.5,3,2,4,62.6,58.0,1243,78.244992
41739,41739,0.52,1,4,6,63.8,56.0,1244,84.3648
41740,41740,0.52,1,6,6,63.3,57.0,1244,83.58733600000002
41741,41741,0.52,1,6,6,63.6,56.0,1244,83.354349
41742,41742,0.52,1,6,6,63.3,55.0,1244,83.25954
41746,41746,0.52,3,4,6,59.5,59.0,1244,87.368616
41748,41748,0.5,4,1,5,62.5,55.0,1244,81.483265
41749,41749,0.57,4,5,4,62.1,55.0,1244,95.026368
41750,41750,0.47,3,3,3,60.3,61.0,1244,77.37407999999999
41752,41752,0.43,4,3,0,62.2,55.0,1245,71.183816
41754,41754,0.43,4,5,2,62.0,57.0,1245,70.94810799999999
41755,41755,0.42,4,6,1,62.8,55.0,1245,69.06143999999999
41756,41756,0.38,4,5,1,61.9,53.7,1245,62.892758
41757,41757,0.38,4,5,1,62.4,53.2,1245,62.43467999999999
41758,41758,0.44,4,1,3,61.4,55.0,1245,72.41698799999999
41759,41759,0.52,4,3,6,61.7,55.0,1245,86.19424000000001
41760,41760,0.53,4,3,6,61.1,55.0,1245,88.811712
41761,41761,0.46,1,6,2,60.2,60.5,1245,75.79958400000001
41763,41763,0.54,4,5,4,60.4,57.0,1246,89.88512
41764,41764,0.54,4,5,4,60.7,56.0,1246,89.04
41765,41765,0.54,4,5,4,60.6,57.0,1246,88.4268
41766,41766,0.45,1,6,3,60.7,60.4,1246,74.04961200000001
41767,41767,0.55,3,3,4,62.4,56.0,1246,88.387
41768,41768,0.49,4,6,5,61.1,57.0,1246,81.309696
41772,41772,0.35,3,2,1,60.8,58.0,1247,56.887739999999994
41773,41773,0.35,4,2,1,61.5,57.0,1247,57.37914
41774,41774,0.57,3,3,6,61.6,58.0,1247,94.63014
41775,41775,0.57,4,3,6,62.1,57.0,1247,93.0468
41776,41776,0.54,4,2,4,61.3,57.0,1247,88.919656
41777,41777,0.57,3,4,4,60.4,58.0,1247,94.2435
41779,41779,0.59,4,5,4,61.6,54.0,1248,98.95565
41780,41780,0.55,4,3,6,61.5,54.0,1248,92.37423
41781,41781,0.39,4,5,0,62.5,57.0,1248,65.72010000000002
41782,41782,0.31,3,2,0,60.2,59.0,1248,51.42006999999999
41783,41783,0.52,3,6,6,62.6,58.0,1249,83.7216
41786,41786,0.54,1,2,4,63.2,57.0,1249,87.57190800000001
41787,41787,0.52,3,6,6,62.7,58.0,1249,83.22912000000001
41788,41788,0.52,3,6,6,60.6,61.0,1249,84.253422
41789,41789,0.49,0,2,5,57.5,68.0,1249,78.350608
41790,41790,0.5,4,5,6,60.6,57.0,1250,83.497758
41799,41799,0.51,3,6,6,62.0,56.0,1250,83.68742400000001
41800,41800,0.5,3,4,6,62.2,59.0,1250,80.07659400000001
41801,41801,0.4,4,5,3,62.4,58.0,1250,65.22096
41802,41802,0.6,4,3,4,61.7,54.0,1250,100.46374400000002
41803,41803,0.52,4,4,6,61.6,57.0,1250,85.42947600000001
41804,41804,0.54,1,5,4,63.8,54.0,1250,88.37598
41805,41805,0.54,4,5,4,62.1,56.0,1250,87.33790799999998
41806,41806,0.54,3,5,4,61.9,58.0,1250,87.84178800000001
41808,41808,0.43,4,4,2,62.2,55.0,1250,70.51075499999999
41809,41809,0.43,4,4,2,61.8,57.0,1250,70.04224500000001
41810,41810,0.43,4,4,2,61.9,56.0,1250,69.753112
41811,41811,0.43,3,4,2,61.6,60.0,1250,69.80709600000002
41812,41812,0.43,4,4,2,61.9,56.0,1250,70.42020000000001
41813,41813,0.6,4,6,4,59.1,56.0,1250,101.02924799999998
41814,41814,0.85,0,3,7,66.9,54.0,1250,135.47690000000003
41815,41815,0.5,4,2,4,61.0,57.0,1250,82.53184
41816,41816,0.5,4,2,4,62.3,54.0,1250,81.965422
41817,41817,0.51,3,3,6,61.6,56.0,1250,84.83158800000001
41821,41821,0.42,4,6,0,62.0,57.0,1251,68.94528
41822,41822,0.46,4,5,5,62.1,57.0,1251,73.52848499999999
41823,41823,0.46,4,3,5,61.5,55.0,1252,76.595886
41824,41824,0.4,4,5,3,61.3,56.0,1252,66.94464
41826,41826,0.62,3,6,6,59.3,58.0,1253,103.06015999999998
41827,41827,0.56,4,3,6,60.3,58.0,1253,93.60360000000001
41828,41828,0.5,0,2,6,64.6,59.0,1253,77.847165
41830,41830,0.44,3,4,2,61.6,58.0,1253,71.14949999999999
41831,41831,0.44,4,4,2,60.9,55.0,1253,73.45363199999998
41832,41832,0.5,3,3,3,62.7,59.0,1253,78.655116
41834,41834,0.51,4,6,6,61.5,55.5,1254,84.400299
41835,41835,0.4,1,2,3,56.3,59.0,1254,68.499522
41836,41836,0.35,4,5,0,61.4,56.0,1254,57.632472
41837,41837,0.35,4,5,0,62.2,56.0,1254,57.282411999999994
41838,41838,0.45,1,6,1,64.0,57.0,1254,72.61812000000002
41842,41842,0.58,4,3,6,62.2,57.0,1255,95.490414
41843,41843,0.53,4,3,6,61.9,56.0,1255,87.06590200000001
41844,41844,0.53,4,6,6,61.8,58.0,1255,85.69728000000002
41845,41845,0.53,4,6,6,62.0,60.0,1255,86.73392000000001
41846,41846,0.44,4,3,0,62.0,57.0,1255,72.213334
41847,41847,0.39,1,2,2,63.6,60.2,1255,61.997628000000006
41848,41848,0.61,4,5,7,63.4,57.0,1255,99.724122
41849,41849,0.61,3,6,6,60.8,60.0,1255,97.235884
41850,41850,0.7,1,3,7,57.4,63.0,1255,114.78432
41851,41851,0.55,4,4,4,61.1,56.0,1256,91.18267200000001
41855,41855,0.33,4,2,1,60.5,56.0,1257,55.651050000000005
41856,41856,0.64,4,1,4,61.2,55.0,1257,105.79184
41857,41857,0.4,4,6,0,61.1,56.0,1257,66.577168
41858,41858,0.4,4,6,0,61.5,57.0,1257,65.379552
41859,41859,0.38,3,4,1,61.6,58.0,1257,61.09402500000001
41860,41860,0.38,4,4,1,61.9,54.0,1257,63.652100000000004
41861,41861,0.38,3,2,2,61.9,56.0,1257,61.78966500000001
41862,41862,0.38,4,2,2,61.5,57.0,1257,61.839206
41863,41863,0.38,4,4,1,62.2,57.0,1257,62.97407999999999
41864,41864,0.38,3,4,1,61.6,58.0,1257,61.706788
41865,41865,0.38,3,4,1,59.2,58.0,1257,64.65984
41866,41866,0.38,4,2,2,61.5,56.0,1257,61.84006399999999
41867,41867,0.38,3,2,2,60.0,62.0,1257,62.91373000000001
41869,41869,0.38,4,2,2,61.3,56.0,1257,62.85271300000001
41870,41870,0.5,0,6,3,65.7,63.0,1257,78.178597
41871,41871,0.5,0,6,3,67.6,56.0,1257,82.23512999999998
41872,41872,0.5,1,2,6,63.9,56.0,1257,78.700548
41873,41873,0.57,3,4,6,61.1,60.0,1257,93.94444800000002
41875,41875,0.56,1,2,4,63.2,54.0,1258,91.507168
41876,41876,0.57,4,1,5,61.6,54.0,1258,95.6259
41877,41877,0.59,4,6,4,60.6,56.0,1258,98.01792
41878,41878,0.54,4,1,5,61.5,55.0,1259,89.98290000000001
41879,41879,0.54,4,1,5,61.1,55.0,1259,90.38735099999998
41880,41880,0.5,4,5,6,62.4,56.0,1259,80.331615
41881,41881,0.41,4,6,0,62.4,54.0,1259,68.744286
41882,41882,0.41,4,6,0,61.6,55.0,1259,68.338704
41883,41883,0.41,4,6,0,62.4,54.0,1259,67.945192
41884,41884,0.41,4,6,0,61.7,56.0,1259,68.05572799999999
41885,41885,0.41,4,6,0,61.7,56.0,1259,68.198104
41886,41886,0.5,1,6,5,59.3,65.0,1259,79.11935999999999
41887,41887,0.5,1,5,6,61.8,62.0,1259,80.29702
41889,41889,0.51,1,6,6,63.7,55.0,1259,83.77668
41891,41891,0.44,4,4,1,61.5,57.0,1260,71.44200000000001
41892,41892,0.54,4,1,5,61.9,56.0,1260,88.62048
41893,41893,0.54,4,4,6,61.5,55.0,1260,89.19451200000002
41894,41894,0.55,4,0,5,61.7,54.0,1260,92.655408
41902,41902,0.43,4,4,1,60.3,59.0,1261,71.358792
41903,41903,0.4,4,4,0,61.8,55.0,1261,67.1184
41904,41904,0.47,4,5,5,61.7,56.0,1261,76.845384
41905,41905,0.49,3,4,5,59.2,57.0,1261,82.532652
41911,41911,0.57,1,2,4,63.8,57.0,1262,92.33404
41912,41912,1.03,0,5,7,78.2,54.0,1262,141.32861599999998
41913,41913,0.48,1,6,3,57.8,60.9,1262,78.921216
41914,41914,0.45,1,4,3,60.1,61.8,1262,73.85539200000001
41915,41915,0.53,4,5,4,63.0,57.0,1262,85.765392
41917,41917,0.5,3,5,4,60.1,60.0,1262,79.27389
41918,41918,0.4,4,4,1,62.5,57.0,1263,66.36319999999999
41919,41919,0.4,4,4,1,61.7,56.0,1263,65.4664
41920,41920,0.4,3,4,1,60.8,59.0,1263,65.205336
41921,41921,0.4,3,2,2,60.4,59.0,1263,65.390976
41922,41922,0.4,4,4,1,61.3,56.0,1263,65.518068
41923,41923,0.4,4,4,1,61.3,55.0,1263,66.29860000000001
41926,41926,0.4,4,2,2,61.9,56.0,1263,66.333456
41927,41927,0.4,3,4,1,61.1,59.0,1263,66.07155
41928,41928,0.4,3,2,2,60.7,60.0,1263,65.47930800000002
41930,41930,0.4,4,2,2,62.0,56.0,1263,65.41342200000001
41931,41931,0.4,3,2,2,60.8,59.0,1263,66.626196
41932,41932,0.45,3,6,1,60.8,58.0,1263,73.74981600000001
41933,41933,0.4,4,4,1,60.7,56.0,1263,66.26007
41936,41936,0.28,3,6,2,60.2,60.0,504,46.239744
41938,41938,0.35,3,3,6,62.4,58.0,504,57.025577999999996
41940,41940,0.35,1,3,6,63.2,57.0,504,57.381632
41941,41941,0.29,4,2,3,61.7,57.0,504,47.211876000000004
41942,41942,0.35,1,3,6,63.3,54.0,504,58.430657999999994
41964,41964,0.4,4,2,2,61.3,56.0,1263,66.29860000000001
41965,41965,0.4,3,4,1,60.2,59.0,1263,64.528464
41966,41966,0.4,4,2,2,62.2,55.0,1263,65.776032
41967,41967,0.54,1,2,6,63.7,57.0,1263,88.54163999999999
41968,41968,0.53,4,1,3,61.6,55.0,1263,88.07505
41969,41969,0.55,3,4,4,60.6,58.0,1263,89.998128
41970,41970,0.55,1,3,6,63.6,55.0,1263,89.672534
41971,41971,0.55,4,4,4,62.4,56.0,1263,89.78504399999998
41972,41972,0.55,4,4,4,62.3,57.0,1263,89.95573799999998
41973,41973,0.55,4,4,4,61.2,56.0,1263,89.08677400000002
41975,41975,0.51,4,2,4,62.5,55.0,1264,84.64128000000001
41977,41977,0.51,4,2,4,59.8,55.0,1264,84.091601
41978,41978,0.51,4,2,4,61.1,56.0,1264,84.463008
41980,41980,0.43,4,6,1,60.5,57.0,1264,70.777152
41981,41981,0.43,3,6,1,60.3,58.0,1264,70.53951500000001
41982,41982,0.43,3,6,1,60.9,58.0,1264,71.403184
41983,41983,0.43,4,6,1,61.4,55.0,1264,71.58780000000002
41984,41984,0.43,3,6,1,62.3,59.0,1264,68.886909
41985,41985,0.43,3,6,1,62.2,58.0,1264,69.031326
41986,41986,0.43,3,6,1,62.0,59.0,1264,68.94528
41988,41988,0.43,3,6,1,61.3,57.0,1264,70.38611
41989,41989,0.43,4,6,1,61.5,56.0,1264,70.622305
41991,41991,0.43,4,2,3,61.9,55.0,1264,71.09469499999999
41992,41992,0.43,4,2,3,62.1,56.0,1264,71.33089
41993,41993,0.43,4,2,3,62.1,55.0,1264,70.656138
41994,41994,0.59,3,3,6,62.4,58.0,1265,97.42991999999998
41999,41999,0.59,3,3,6,62.9,60.0,1265,93.178728
42000,42000,0.59,4,4,4,61.8,55.0,1265,98.59184
42001,42001,0.51,4,5,4,62.7,53.0,1265,83.39456000000001
42002,42002,0.51,3,5,4,61.7,58.0,1265,82.08837
42003,42003,0.59,3,3,6,61.9,59.0,1265,96.557346
42004,42004,0.51,3,5,4,61.8,58.0,1265,81.77022000000001
42006,42006,0.51,1,5,6,57.4,62.0,1266,83.713192
42007,42007,0.35,4,2,1,62.0,54.0,1266,58.974936
42008,42008,0.54,4,1,5,60.1,58.0,1266,89.942688
42009,42009,0.5,4,1,3,61.0,57.0,1266,81.788616
42010,42010,0.54,4,5,4,60.4,57.0,1266,89.09988999999999
42011,42011,0.52,4,6,6,61.7,56.0,1266,86.79711599999999
42012,42012,0.53,3,4,6,62.2,58.0,1266,86.23288800000002
42020,42020,0.38,4,5,1,61.9,56.0,1267,62.40614399999999
42021,42021,0.38,4,5,1,62.4,56.0,1267,62.83951999999999
42022,42022,0.38,4,5,1,62.6,56.0,1267,61.68416
42023,42023,0.38,3,5,1,61.9,58.0,1267,61.788804
42024,42024,0.46,1,5,5,60.9,62.0,1267,73.60292799999999
42025,42025,0.53,1,4,6,63.8,56.0,1268,86.824224
42026,42026,0.53,4,4,6,62.4,57.0,1268,87.440472
42028,42028,0.53,1,4,6,63.8,58.0,1268,86.822912
42029,42029,0.53,3,6,6,61.3,58.0,1268,85.48984800000001
42031,42031,0.51,4,1,5,60.5,58.0,1268,83.8214
42032,42032,0.54,4,3,6,61.1,56.0,1268,88.81267499999998
42033,42033,0.53,4,3,6,61.0,56.0,1268,88.03136
42034,42034,0.53,4,3,6,60.8,56.0,1268,89.48934299999999
42035,42035,0.53,4,3,6,61.3,55.0,1268,88.74996200000001
42036,42036,0.48,1,4,3,61.5,60.7,1268,77.866455
42037,42037,0.51,1,2,4,63.8,56.0,1268,83.612412
42038,42038,0.51,1,2,4,63.9,55.0,1268,83.28096
42039,42039,0.51,4,5,4,58.3,62.0,1268,82.04352000000002
42041,42041,0.55,3,5,4,59.7,58.0,1269,90.964445
42042,42042,0.41,4,3,3,61.1,56.0,1269,69.482448
42043,42043,0.41,4,6,0,61.5,57.0,1269,67.96682000000001
42044,42044,0.42,1,5,2,64.1,57.0,1269,67.13762
42045,42045,0.55,3,3,5,59.9,61.0,1270,88.876656
42048,42048,0.38,4,2,1,60.7,57.0,1270,63.579516000000005
42049,42049,0.47,4,2,5,60.3,57.0,1270,77.372256
42050,42050,0.61,4,4,4,61.0,56.0,1270,101.82278400000001
42051,42051,0.56,4,3,6,62.3,53.0,1270,92.52144
42052,42052,0.55,4,3,6,62.4,57.0,1270,90.575232
42053,42053,0.56,4,3,6,61.9,54.0,1270,92.93921
42054,42054,0.48,3,3,3,60.7,61.0,1270,77.01371999999999
42057,42057,0.62,4,1,6,61.9,54.0,1271,102.476
42059,42059,0.39,3,6,0,59.8,55.0,1271,66.25911599999999
42060,42060,0.62,3,5,4,60.7,58.0,1271,102.075505
42061,42061,0.5,0,6,3,64.9,57.0,1271,79.21586400000002
42062,42062,0.5,4,2,6,62.7,57.0,1272,81.741264
42063,42063,0.5,3,2,6,62.2,58.0,1272,82.450432
42065,42065,0.55,1,2,4,63.2,56.0,1272,90.09132
42066,42066,0.55,1,2,4,63.3,56.0,1272,90.364324
42067,42067,0.55,4,2,4,61.3,57.0,1272,88.91836800000002
42068,42068,0.6,3,4,4,59.5,61.0,1272,97.36316000000001
42069,42069,0.34,4,2,1,61.2,57.0,1272,56.716858
42070,42070,0.34,4,2,1,61.8,54.0,1272,56.87303400000001
42074,42074,0.53,4,6,6,63.0,54.0,1273,86.5319
42075,42075,0.53,3,6,6,61.0,59.0,1273,87.254475
42076,42076,0.53,3,6,6,61.3,58.0,1273,86.422842
42077,42077,0.55,4,5,4,61.8,55.0,1273,90.71080399999998
42079,42079,0.42,4,3,0,61.7,55.0,1273,69.519824
42080,42080,0.42,4,3,0,61.9,56.0,1273,68.428503
42081,42081,0.42,4,5,2,62.3,55.0,1273,68.228888
42082,42082,0.42,4,5,2,61.8,56.0,1273,67.91423999999999
42083,42083,0.42,4,5,2,61.3,56.0,1273,69.05235999999998
42084,42084,0.55,4,5,4,62.0,56.0,1273,89.40554999999999
42085,42085,0.7,0,5,7,66.1,58.0,1273,113.443737
42086,42086,0.64,3,3,6,60.0,59.0,1274,105.366576
42088,42088,0.51,4,1,2,61.6,54.0,1274,84.83286
42089,42089,0.44,3,5,2,60.0,59.0,1274,73.60749
42090,42090,0.44,4,5,2,61.9,56.0,1274,72.60122399999999
42091,42091,0.44,4,5,2,61.8,56.0,1274,72.896952
42093,42093,0.44,4,5,2,60.9,57.0,1274,72.76500000000001
42094,42094,0.51,3,4,6,61.3,57.0,1274,83.05038
42095,42095,0.51,4,4,6,62.8,57.0,1274,82.322097
42096,42096,0.51,1,4,6,64.1,58.0,1274,81.306932
42097,42097,0.51,1,4,6,64.0,57.0,1274,81.62893199999999
42098,42098,0.85,0,3,7,71.2,54.0,1274,132.684035
42100,42100,0.41,4,6,0,62.1,57.0,1276,67.207392
42103,42103,0.34,4,4,0,61.7,55.0,1276,56.419543999999995
42104,42104,0.34,4,4,0,61.9,55.0,1276,56.622491999999994
42105,42105,0.34,4,4,0,61.7,55.0,1276,56.419543999999995
42106,42106,0.34,4,4,0,61.4,57.0,1276,55.7658
42107,42107,0.51,4,1,5,62.1,55.0,1277,82.93670999999999
42109,42109,0.4,4,5,1,60.8,57.0,1278,67.416376
42111,42111,0.5,1,5,6,63.5,61.0,1279,79.657092
42113,42113,0.5,0,4,5,55.8,60.0,1279,82.551915
42114,42114,0.5,1,4,5,57.8,63.0,1279,80.07220000000001
42115,42115,0.4,4,2,1,62.8,57.0,1279,63.762660000000004
42116,42116,0.58,4,1,5,62.0,54.0,1279,96.025545
42118,42118,0.56,4,4,4,61.4,57.0,1279,92.09173999999999
42119,42119,0.5,3,2,4,62.2,58.0,1279,83.03361600000001
42120,42120,0.41,4,5,1,61.4,57.0,1279,67.31423999999998
42121,42121,0.48,4,4,5,62.4,54.0,1279,79.697835
42122,42122,0.48,3,4,5,61.3,60.0,1279,76.193082
42123,42123,0.58,4,4,4,61.8,56.0,1279,97.574092
42124,42124,0.53,4,1,5,60.3,60.0,1279,86.5998
42125,42125,0.53,4,4,4,63.0,54.0,1279,89.47352400000001
42126,42126,0.5,3,2,6,62.5,58.0,1279,79.12423199999999
42127,42127,0.5,3,2,6,61.3,60.0,1279,82.47210000000001
42128,42128,0.5,3,2,4,62.1,57.0,1279,82.612736
42129,42129,0.57,1,4,4,61.9,57.7,1280,93.74904
42130,42130,0.43,4,6,0,61.6,57.0,1280,69.142788
42131,42131,0.56,4,0,5,61.9,57.0,1280,92.13487199999999
42132,42132,0.5,1,1,2,64.8,56.0,1280,78.808068
42133,42133,0.52,3,4,6,61.5,60.0,1280,84.23958
42134,42134,0.55,3,6,4,61.8,56.0,1280,89.74680000000001
42135,42135,0.5,0,6,3,67.0,61.0,1280,80.772937
42136,42136,0.52,3,6,6,60.7,59.0,1280,85.610088
42138,42138,0.55,4,1,5,61.6,55.0,1281,90.604475
42139,42139,0.51,4,6,6,61.6,56.0,1281,84.83158800000001
42140,42140,0.51,3,6,6,60.9,58.0,1281,84.35511
42142,42142,0.5,3,4,6,59.6,60.0,1282,80.68608
42143,42143,0.5,4,4,6,62.7,57.0,1282,81.902172
42144,42144,0.5,4,4,6,59.9,56.0,1282,85.393912
42145,42145,0.5,4,1,3,62.2,55.0,1282,81.86833200000001
42146,42146,0.53,1,5,6,62.6,64.0,1282,86.762664
42147,42147,0.53,1,3,3,57.6,64.0,1282,89.89256
42148,42148,0.45,3,5,3,60.8,60.0,1282,72.37594000000001
42155,42155,0.51,4,6,6,63.2,58.0,1284,82.09280000000001
42156,42156,0.53,4,6,6,61.0,56.0,1284,88.03136
42157,42157,0.53,4,4,6,61.6,54.0,1284,88.68772500000001
42158,42158,0.51,4,5,6,61.2,57.0,1284,83.54556
42159,42159,0.52,3,2,6,62.0,60.0,1284,84.438662
42160,42160,0.5,4,4,6,59.9,57.0,1286,83.01924000000001
42161,42161,0.41,3,2,3,59.3,58.0,1286,68.02416
42164,42164,0.53,3,1,3,62.3,58.0,1286,88.5521
42166,42166,0.5,4,4,6,62.7,56.0,1286,82.48064
42167,42167,0.56,3,4,4,60.4,60.0,1286,91.64764000000001
42168,42168,0.51,4,4,4,61.4,56.0,1286,84.40188399999998
42169,42169,0.59,4,5,4,62.2,55.0,1286,97.3242
42170,42170,0.5,4,4,6,61.0,56.0,1286,83.87032500000001
42171,42171,0.43,4,6,0,61.7,57.0,1286,70.18666200000001
42172,42172,0.5,1,6,6,63.9,57.0,1286,81.79186399999999
42173,42173,0.5,3,6,6,62.2,60.0,1286,80.07659400000001
42174,42174,0.5,3,6,6,62.9,59.0,1286,82.15972599999999
42175,42175,0.5,3,6,6,62.6,56.0,1286,82.06308
42177,42177,0.56,3,3,6,61.3,60.0,1286,88.91836800000002
42178,42178,0.5,1,6,6,63.6,55.0,1286,81.700278
42179,42179,0.5,4,6,6,62.1,56.0,1286,80.96917499999999
42181,42181,0.5,1,6,6,62.5,64.0,1286,76.26217
